frame,sideline_top_left,big_rect_left_top_pt1,big_rect_left_top_pt2,big_rect_left_bottom_pt1,big_rect_left_bottom_pt2,small_rect_left_top_pt1,small_rect_left_top_pt2,small_rect_left_bottom_pt1,small_rect_left_bottom_pt2,sideline_bottom_left,left_semicircle_right,center_line_top,center_line_bottom,center_circle_top,center_circle_bottom,field_center,sideline_top_right,big_rect_right_top_pt1,big_rect_right_top_pt2,big_rect_right_bottom_pt1,big_rect_right_bottom_pt2,small_rect_right_top_pt1,small_rect_right_top_pt2,small_rect_right_bottom_pt1,small_rect_right_bottom_pt2,sideline_bottom_right,right_semicircle_left,center_circle_left,center_circle_right
00010,1.8793380309053347,2.8349276222904654,11.362662530989123,237.0202776421241,405.0147399902344,238.29498291015625,253.75918579101562,307.72474276616435,273.27996826171875,543.7288018733398,28.35186006457296,208.17999973915676,442.536922130755,203.33106994628906,377.35640808119604,235.00021132728443,229.16713609636997,407.47989217168805,257.6595153808594,391.62088393534566,717.2039563422256,536.029582966259,507.36152507242934,431.96294306383544,596.2235725162211,629.8801018416667,402.1836845410833,296.3283134373649,326.77947485129226
00011,342.44858647938344,256.58764321228637,492.82460476916424,489.7972787484024,620.4454863553967,304.8907821460308,316.8711942027436,627.8292955275111,548.7091939969811,549.7965855207285,439.9967160035529,344.4118617542284,643.7508678463334,285.5841358153101,731.7161122092332,497.30484661792457,2.8561179072244816,2.5374934602948214,4.674357642409051,1012.6836422076474,11.789243673716628,8.089571027211274,0.7845639620387472,1002.0582132011361,4.399705929606041,620.4805751737237,8.64580202447644,360.1926408434082,420.2469289672391
00012,307.4364233574703,284.75162715822495,687.4850110052164,575.70928053355,1076.8570851579973,346.93891785880186,441.00777364033047,524.2011043179994,654.5547915619883,541.5041215895911,838.9125633634621,369.75986178190794,724.6498925670014,363.6712114116587,659.2662240052038,523.8213434939397,4.780170564690231,2.126029061858119,1.3088563020229582,1075.8469402305866,20.66363930781369,1.113562659512704,2.288230699000599,2.6750522860351715,3.832840567585744,621.0940464603748,8.02962920278087,324.45167678177694,799.9575147915269
00013,265.7449998101402,259.3786015379648,263.0556941361509,245.86634371882178,262.3217106536899,248.7775664018732,268.2710876689146,267.5553488382303,264.9544248595103,426.15695539186436,272.13018547975,266.95356203647356,329.287728994713,265.5277667552649,248.6251858439133,252.62093653657973,218.27664292081113,262.85468240903424,3.4966766511431393,279.69360875265374,263.4441389903988,254.3634667814791,423.06255641106196,257.2841384391907,272.75655795005196,565.2491787336584,275.3012544695725,278.69593358650104,264.52163455322454
00014,0.9423155439258761,1.668541858377228,6.156206625123392,234.04931640625,8.183366570169847,3.6863977838289577,6.24518806871646,190.470355786214,2.42931547442841,502.45431803583006,3.1816758501268554,368.156411661598,447.24282215286723,404.4481023343675,324.0532977487206,353.4081032334884,480.1732627850313,555.4616755928644,396.03079226191517,366.1764768824961,404.1957181699696,473.96969684795755,541.1100486015464,272.71971870462,386.1724094104397,603.1945513981223,557.6811685995522,473.94761493202105,520.8502449791007
00015,155.21779666481441,191.32501220703125,1.0006532815522462,337.7911380966109,8.04592156580204,242.47833251953125,13.990026606696873,293.204345703125,315.26032209873676,555.067408877896,2.388719514772628,806.0967159190371,519.8978036062531,222.3616059371372,329.8961550769132,276.33917669291793,347.0821506008717,406.70844645435443,192.15992144264305,454.46781198168725,379.8046825572209,444.0296687024413,367.3312515820195,398.40958234453956,374.00731884615607,710.5957853736252,277.95156692278186,856.6652570558996,559.9691057746548
00016,221.53383625080932,189.45035858549434,393.25169521140435,383.3297561480127,599.7043232875516,253.8980684590221,276.04329133189077,547.4889236706542,491.5283112933168,511.43663093714554,383.60389962303253,276.14676641675874,574.8864452137706,228.06843011941643,640.7538294032287,417.96106807064933,3.1501503111780234,1.6738363770173539,206.67640686035156,1015.277507399314,29.473863672852328,6.843136531240983,1.3538350596902013,5.105158654646786,14.797761137615026,591.2077799215303,7.2139107979278885,269.9656746364217,326.44787948813934
00017,186.98040251988135,197.9038164848569,594.3989207139059,526.6197983632435,1069.029867200969,266.40345618603783,357.72924910919886,451.3832738093611,595.217879062847,528.8794898699628,758.2920745682262,277.2412516481528,667.3134114263166,279.04525724489827,578.8102912426357,436.7745874578384,2.881739058213926,3.3894174583564163,1.662545254795158,1075.7819127209536,12.68542299248526,1.7444641312987348,1.9098872021031144,4.37936556421885,2.2876953355362075,626.1793218263205,32.600191279296894,303.4183349609375,718.9673787521054
00018,287.7025397099897,193.05134625360614,454.22743963373256,440.137550896782,574.1252120303647,236.49151540200094,259.7086438816399,597.606406533253,491.3718019693952,513.1653721970785,404.51974922276713,281.24807386603493,617.2429296527919,218.88595257778485,724.5431806773869,454.3356108871297,0.2616065351200433,11.362435160924509,2.9716344307720215,1009.4667034178581,89.59450173241879,19.11096731610011,1.6105202231186724,1000.0360757611172,14.81381958116862,570.966027763557,21.32450199937774,315.9650625719799,368.62980113601867
00019,246.3950135028148,244.11318947318802,618.1565261783747,548.5353109516878,1057.3625759011018,310.02326325796207,393.87985012662864,478.4969019969472,611.5164740012004,559.8303096196547,774.2706633372555,316.99011304053755,680.1013409335055,320.7203411197093,610.2153003824318,473.59837579630033,4.522405247850154,4.087870817686637,1.7881690943084334,1078.9409469203565,12.600989105870577,3.5465658900949952,1.10365536585879,1.7787211881233442,1.0734598213307605,655.7838524396976,14.01606178882531,324.70947267727945,737.3346050405253
00020,632.9879212493573,496.2974464410153,697.5933032822217,571.6917652117519,551.2248705732401,448.65641131729393,450.9296478605323,671.1192553564322,590.5715738625017,556.1348005339926,608.5856155095119,514.901215412603,748.8275291586294,480.77420256097884,865.977519742952,677.9304424712983,4.668503464882608,8.514259214716775,2.1261951461017903,970.2078856750027,995.7438868755027,8.687116862429644,1.7561868112546266,968.1501607691172,971.0908896201657,579.9606305297756,2.6189269469162806,585.1988821199207,635.7979063213543
00021,717.0572835636643,833.4513453686029,465.2936571365691,492.0538347196876,649.0746330793631,715.8343031905686,783.7810255765295,493.62415327724096,557.3612529281523,704.0609530556472,704.7897769769293,293.295037225757,817.1695498638744,459.9594913698944,430.54979283273957,440.8934241053037,662.2850748275914,543.2838721619528,98.07897552343955,729.0053390433916,304.5850397070588,697.2026244038908,533.8666191825046,750.1714913200747,726.5339077566974,647.5245964094997,326.8142011789722,387.76610261973417,247.98780794174922
00022,965.4551294402612,4.371242147732425,978.8527205290344,307.7619099749321,2.857185981093193,0.6607495065183266,515.4503910166841,2.9179068365488057,10.157088659882797,597.152221463455,13.610152683506765,786.2106751768441,770.3029775880975,830.4139705178102,636.5930819383855,733.2853623805247,909.2380971845728,899.7972902806395,790.5914114747374,762.562025674837,673.0885014400787,758.4654556667801,848.6684407927722,646.9892484163487,686.7144699769883,592.41877259521,933.7657157762967,739.2672802381962,936.3300546425796
00023,3.1757347127031093,2.890995561314532,2.2788395733130953,11.703450219401038,10.70644010389223,4.742241665084288,3.535992201825166,1.4585680816890947,4.448245608618646,526.5721524508529,4.452794341351767,428.41055103782026,595.4579407586958,454.45718812946865,458.96143111771215,462.36756843619656,705.4702653474812,720.6978714578942,436.1517442741033,562.2992781936742,372.291551281993,649.7396182895071,622.8556637850284,525.4508702903072,485.619790381116,592.0044516815492,397.59663480762595,342.8805667920508,770.3427514221646
00024,151.87186674795262,177.05559573027224,297.22746161843645,284.6095071559362,584.4955927584896,223.4883826338867,266.01446164295686,406.4198649784972,444.80826398005127,532.6033147361583,344.1701361712551,239.61450318513656,522.2815519167789,225.27336171087788,474.6312005955714,343.3085426333168,113.8912353515625,6.428262052927153,205.32032775878906,1013.3993293216587,13.353521876058423,3.123955190468101,0.5391041146315337,5.37440781782781,3.871203250370002,665.2232829888306,10.412936876792058,220.3735972217889,265.6224169092399
00025,154.91386071424904,163.89704457833835,548.2604000610951,488.5335647202625,1000.9882795391972,231.11521606799423,318.06517438737256,413.618713851387,560.5760920832383,525.177023992747,707.8728144673121,251.16571388250375,651.4301370178933,244.0304594653771,534.8379473471231,397.4841048804703,1.6643440398709024,4.200837446678861,3.5587400701416803,2.1675742587940485,4.210947488793271,4.5167603242932755,3.5670628875084143,4.951286120892118,2.5755890996816975,643.4001055984651,33.723819765624995,272.5390930175781,671.7573744485431
00026,515.6665649414062,515.4329399213602,759.2780426562649,730.4129352627288,1026.4778162848902,537.3468571688195,681.960404209788,688.0317156545397,799.2584257497589,582.0433440717942,870.9781227474658,579.0753173828125,823.7202720119516,581.7037469162508,714.471677104554,644.3800012465746,843.244873046875,847.3987028367266,557.9652235663129,506.8357782836987,568.5351561400829,897.8692160320943,701.5092713953552,393.5865505951314,336.78504146457044,515.3313277838682,474.2707121808653,510.7692105973933,878.892035612402
00027,406.428407892383,422.09564707513437,421.25276060920845,415.6120643267876,440.92289664162894,418.39437926189004,434.70421779054044,422.26464041497627,436.02729459462984,605.0482828597861,440.0626656124079,403.1615811679855,508.5885202498341,434.6196381020268,432.00757417587084,434.3934306285147,392.2880981675456,426.25751512498147,431.4203688551749,491.72707965717694,436.4074628024105,421.65387395119393,435.7416944853739,439.9079067948205,1.5735600437812631,782.2204488539672,436.81039791748276,473.5587026669599,447.5321303465979
00028,249.0859103232754,222.03396951472547,412.85949100677976,403.6157869233133,619.3792556859039,281.86551586885895,305.86613646841215,553.2040520651409,507.33194739748654,539.1344788989446,410.01693911990884,299.54207508850857,605.0628303903591,258.95792412035934,646.9157530709604,436.2706170879162,6.628582193217045,2.989045613654909,235.091064453125,1024.4641800166805,24.399890390792024,7.132520795260187,1.5388087486012825,10.036151518030962,1.7852765271286173,620.2666387297246,11.742221035455415,296.1723771038333,350.2481656502165
00029,235.97434673871254,242.39435830725745,627.4068534268029,560.2852581128074,1088.9411410221278,308.6261736981828,395.34577186094776,483.2363263713591,618.0460180444405,561.721222897845,789.9781939706851,310.49520780425314,678.6986782661635,320.1733228800289,619.9760747189594,477.1405086301402,3.68802878491391,4.522730899355886,1.711136691677014,1090.8513901508838,555.1325980731872,4.836566953584029,2.230586163061416,4.0508529004293035,2.620152858873983,652.0956135072809,14.54264516478489,338.5074462890625,750.2839253676184
00030,723.5870450331363,726.093623253635,726.8246458701138,705.9147585185583,731.7589333942268,726.8316416596939,733.1637899204326,728.3873883632269,727.2260654421972,593.0057709900665,738.5718348568116,714.1557970243077,753.6836637688414,728.1309579501369,716.267732795316,709.7733854711049,712.9060948980531,723.316406353338,230.38191013329208,721.5656299092087,733.2636270644937,739.7652019462315,4.689218563289528,726.9746962273581,732.8677962458735,593.4505488234768,609.8794775666566,713.5737378114788,726.6067809762197
00031,176.14652151318919,171.3623172890033,347.08352642510306,334.91234581599446,593.0319840325286,241.41170915493146,264.75507021405906,485.3462122877593,470.77336792430503,507.1704020311956,351.88163803339455,258.6121799191919,539.397970652615,218.6097694086446,560.7436450579895,380.29021136349826,11.845008010327026,0.7289032048309605,193.251708984375,512.8712142603081,28.842381755845032,482.6183898612824,388.7970280717353,4.555359191085948,8.901526863662303,609.9920633527753,9.297131063856835,227.52458401939361,294.6167194576683
00032,468.69423773300304,485.90446382951455,484.85957931199806,513.6394339891201,491.2809920637268,496.6625395405827,489.96354890594154,509.8989558412307,493.39535162554034,523.2717206439747,497.3085262182864,469.43429292981193,489.1375728471208,496.999132336592,490.1976467740141,486.40077318147024,463.586105225177,495.265095447573,493.6240335696313,494.743975678204,489.2554146858666,136.49418570298755,11.4730558346086,501.50797795451194,492.9081658111093,643.9185998299345,600.4291983564287,508.5118833268118,501.9206051210136
00033,405.885712713742,425.78715777582204,422.45847714214733,425.74911515834646,440.2288307032296,426.27204180726596,439.00262287748257,427.64808804323184,442.802139092486,606.3855146843921,436.9282041029788,396.90439002891924,536.0966584316578,435.4354776835494,448.16832958527317,442.1209482548181,400.0385992700727,430.68713709896224,438.97814119448185,476.9180824925757,428.73782676959473,428.97332874202203,443.617487321489,438.299602015494,3.793352314729711,784.1186504992216,434.5147545848215,479.75286177067295,450.5753075743137
00034,946.7134736417487,741.0606390726418,978.6399936220014,85.62846369140624,9.545558834999321,552.0593397158539,6.979062379866632,134.04485554382356,3.5162575852255853,597.85484558337,11.343909908563273,722.857052663946,740.8377644503489,777.4797919295951,592.7620435664422,689.8436884403336,910.3766829982919,935.945360601469,727.559238961013,709.5379535764674,668.2668986200825,790.9911231064383,875.8027609926856,566.5212423173696,671.2132667688959,599.6163419693767,929.3282328178527,757.9511121140735,933.3463543426069
00035,4.096386538305043,3.245069192254999,4.698290413845963,2.0667533344721525,16.38364562998898,6.109542159243937,1.1615822405992386,4.217651283499324,2.1484326790324735,497.49319601348833,11.0664073487855,410.2571666971221,623.0194891977824,439.35433688468225,446.3776667229906,447.45321661123694,768.3749019912538,782.0223104032672,409.00673362023423,584.3661442789883,387.6867867763963,690.6428398917348,638.2538643730081,522.6110231914868,466.48492656258634,541.8880770574194,363.9147390520791,304.01561819994305,841.68338397848
00036,776.8814547364619,776.8248441391412,834.1391919725334,702.8981117459628,114.231535424471,773.2930348013587,809.3054639688373,756.8226893744152,8.932633111834608,619.5284738583716,822.4357152818275,775.0293916615578,850.5261112227067,791.6212219427549,795.8641224787161,777.9401701546426,820.2845118630134,832.9144028782296,780.6132945645227,818.2909348487103,791.976355379354,858.9172216220483,816.4294106109644,830.2509215831828,805.540185389826,572.9902025389611,751.6314672958479,728.1831992496137,840.1462416369067
00037,969.6336130451172,3.2861354828168112,982.923385173599,294.15582275390625,5.144883797919736,3.354491109510814,1.4966004517740255,1.7653089965159352,0.5908632133585564,576.5618060574686,14.884162074537395,757.417246190978,728.7335845519465,815.6204595898695,594.4484963580475,704.5517170764764,937.2663560732705,948.8587412423602,760.029602696825,721.613638797925,646.0291904130562,796.2280257173207,885.5282784159218,587.1165929658298,693.9985167996165,569.0008914534955,951.6672028953877,767.6826930530501,949.6860371327035
00038,360.6842650474146,283.75975645547726,470.27773252627026,363.1050758912232,395.67899612200523,263.4075575388195,298.5491902693286,521.2235645315969,468.2264095408358,513.2708189967884,14.03957244513156,341.0202037565627,478.02861336545993,289.27217307883666,503.4083663339054,390.25685778250215,342.16714198391804,458.3554822996419,256.79569726152255,614.1318540293765,629.0396906365258,549.5364705218898,500.49221566155177,588.4679223977835,620.1349153945462,609.9046078696467,388.76248670114353,352.37969111823793,410.88586646481355
00039,350.69201859907446,244.188521903831,510.57675022288174,489.3729097640051,553.8776887671117,267.1885022570836,285.74083886061527,639.8808732196361,519.5289385887982,549.7227479740952,407.6894401900052,333.63046736841557,638.192762965197,264.48226066606037,764.0597048205265,495.1576285636478,8.606655670205164,3.264892817465525,208.88803358646456,997.8951634835682,1046.9351208319808,4.608373469857953,575.3573360760419,995.6109001715728,995.194015465625,602.7502163825875,430.0761944309817,364.6385253553388,405.92216001067806
00040,432.869961711073,374.81410124378755,701.0462117006118,559.9241890204128,983.5798465079113,411.2750969707801,470.70430729712996,546.5748735884484,623.4163065316532,570.6367089683703,807.021222924512,430.10184585606373,758.6268230423556,427.3837951841494,711.4268167344538,577.362377982787,7.306812733965265,4.356502548062275,1.5242738635415938,1053.6103531594533,13.084986059826406,2.7366509984292513,4.541388191774008,1014.6125263609996,4.863622197243142,628.5971983464661,5.438576570346035,345.3629896317068,794.602069762645
00041,192.6049860173185,186.19663706630593,362.8662455124179,343.8614923176639,577.6107173623966,246.4874151504945,265.9788712293565,508.3060049561911,485.08631276890156,532.6851575491955,318.36510072820766,270.7773542631116,556.9794896654265,225.30105632131384,578.8076846612472,387.49646183491143,10.504633067236067,2.3026738115637633,197.7213134765625,1001.800718912587,3.673834331700049,0.21500400264248604,10.87309964329152,11.815866202054101,4.117776867654758,623.5744958856912,24.357118402588192,230.14137194940528,288.5786844472356
00042,211.66057951090616,230.27436976351515,338.3163581231436,308.3545273959997,583.213732493108,264.87085654702724,300.4866102390748,449.643712348941,466.59659709960624,563.5382034637821,351.3517164282785,282.9177095943906,550.0340733384645,267.89439408718766,513.8629523755988,375.78927124840334,181.49966430664062,15.192041116183857,248.14068603515625,1015.7451153147363,20.09425105967595,13.063801259519073,10.799540325634265,4.654106151727167,4.797159839645445,675.1252585628303,32.15114953950217,253.6455611261122,284.06785325148763
00043,234.15009508935083,214.59792163269236,514.1438136216626,478.3331506122253,930.3671645261683,277.3259277896585,342.527376999348,435.12946728308634,548.4789044005538,522.3164852661232,668.786593349457,291.5784937367554,659.5902567666055,284.9623673531219,546.5350640351122,426.3461173263878,2.088778091667135,3.2071519376491864,56.66632819395371,1039.8608418487063,504.8073449479339,2.4784568933660105,2.5874218453257987,4.2237428124822785,4.929620763299068,646.2231764178204,125.37743881281371,273.1599916937073,628.5528381354299
00044,5.386311801466417,3.1254560970125924,982.5392796490862,317.1650390625,13.86723532673081,3.5800490032125047,5.3791245190276005,284.1859130859375,9.178952009949963,627.9031348867792,16.39537871449687,635.1126243981548,693.9541688580255,697.6910219530048,512.8826354468885,603.9267129898972,872.9947025396742,940.7611138008608,656.185051628639,596.3106233426619,605.7477309734306,794.6058939025418,882.5337537887046,452.6157793779003,627.9686361436688,639.9883942693693,915.2361202152059,767.2032789383555,887.9220376147831
00045,614.5948486328125,519.4060395271887,706.5071032714759,329.5266668659169,375.30283130540795,491.54387984318726,396.9955523159047,411.50552854842175,396.8327339004799,453.2646281798417,75.96465528843873,517.7618408203125,581.4265590933259,508.14776175540004,622.2905300211121,567.098580380155,584.9129638671875,658.2570190429688,502.7950892584045,684.1497192382812,694.0968591393776,694.0637916816689,682.9924296469019,664.6459376394529,724.7226495706304,500.98534044258565,591.8828446442968,554.5215382837378,618.6769388235621
00046,479.1494366999895,473.5921940218232,575.4265566684954,481.12397267956004,600.918869692531,472.5820633501407,536.3193095194899,535.8730145201987,563.4926281462111,593.9358706032509,262.09809257841175,484.5070398084515,604.7654102095117,504.31533885233216,561.3694870646136,528.6878968044324,425.2443001598577,540.4250058110281,475.31037403860944,718.6709357086743,706.190037132734,612.7095106474337,580.6097857739284,620.1833820703332,634.6501707964769,658.7994701390371,599.5786779482866,529.77451307381,546.8558460418087
00047,970.2468116435465,9.98972066382495,984.3259765876531,303.479248046875,4.7959517495805715,7.291493018933507,2.1452103944579775,7.3987361896077575,9.21610665138916,607.3181475874763,10.99312722471832,835.8196858991917,781.3172667997056,890.5717354614836,642.1304125232134,758.225236951852,884.3091598974547,854.4338530932295,844.9896441296987,828.4043226560085,676.3029696608891,720.6892924414111,807.4265104084711,686.0647431144046,719.0466887187675,594.1741181731376,969.1990784561557,734.8804247919396,930.7880276553931
00048,330.55808212699765,255.87437876552465,435.10780200603136,307.8021647528858,358.09638083604557,235.33282614328266,272.07974824387526,364.3630682745609,636.6597987020284,449.52527662595986,359.73682840998697,309.26313654605843,431.2970103532966,262.57926139808643,457.8490420180454,355.49025475762534,310.5936102640462,422.38781464919083,232.02883374020644,568.610762308147,574.8743961270346,504.5535396090399,459.2286027376518,534.8515237011072,564.3166647275557,545.5569410733316,356.9571056567361,323.5635754020573,377.2545760974806
00049,197.63573146287115,216.06899414148018,307.8018279720044,273.1316685722252,565.0308486461882,256.4718369289948,291.2534083159765,413.9739732793623,446.09858607279,533.2115607307175,335.67151005497834,272.3607394877845,513.9570744221236,259.9347986645528,482.6379759174769,363.6458373291007,161.26605224609375,9.95117775406927,229.28561401367188,1010.2344404546507,15.616568943218292,5.719617994707958,5.415008588835688,6.804335335085834,2.533447475596142,652.2983618850807,16.706587269703817,236.72312861371444,266.1035242596202
00050,198.14734007349628,172.52062022824117,503.38328624035796,451.43853175889524,928.5459653329865,239.32324854375312,310.4505087408287,414.58118834410016,531.3079492783876,493.45694578231183,656.781651487671,266.65207842333473,657.0072948026994,250.5009854161963,524.1584919334704,399.53010986610883,3.8056951659545066,1.1720706406240582,4.949769892041947,1037.372597783583,2.3407173736993094,2.487293791307757,1.8279452558851956,6.381275156910432,2.558416546369589,617.3487054188337,16.06205855009257,238.777587890625,619.5037155406958
00051,3.1245009300294786,9.262737367630624,986.1691326759309,327.0700378417969,7.884375257105656,3.5074683437265985,3.7387308405419266,292.7395935741963,6.188881897126516,628.5548010538442,9.538740069543296,673.6536207483057,715.3044160116358,734.6286617748005,542.6766946646189,637.7283146241858,894.2404030823412,948.9915066701791,687.6454465119025,633.1195641449624,626.1707571183082,801.5617640228616,890.8998467086536,499.2876072086777,648.9842464258217,632.5361031779913,926.1030315360957,772.0833177163613,907.940445575256
00052,475.3072509765625,352.0306091308594,607.3125103496845,349.4502490366411,384.9876628393508,409.3384430502364,324.84441584701744,539.940590021251,510.15829423245776,449.0950709218334,17.139729802122982,391.0257568359375,517.2893643987765,335.6794730333361,609.3073770793719,474.7020327891158,457.4442443847656,586.7083129882812,331.7953025618583,653.0013345643451,714.746851961566,681.9731635156888,626.3344087031751,654.4644802129839,718.8807930188195,504.8957459629319,481.1552125370778,446.6170503842124,512.4611940451829
00053,3.843010294985463,2.9946468574703826,12.880482361771865,470.35028076171875,3.513572639939435,0.8122294623495496,2.2696319899292905,4.67638880661249,3.1074783310488505,535.863844346072,3.19057472421492,463.3999447949352,680.5816404008801,502.37976863253175,487.48923078474775,498.5708500316103,780.4059280830519,796.797072531618,471.920177303302,654.2197023131084,459.974433991512,705.8077035132793,668.4917370691603,555.7559382830873,512.6201934363869,569.5819771785292,427.29663192572485,345.2241626603897,869.3471366437296
00054,2.4243914318935476,0.982299036815999,6.945730172577739,261.38275146484375,10.777793215670776,3.8322616384531556,1.5867134388078714,9.119511043114228,6.918295343987758,540.8841024008499,15.350509092752015,532.5718782004452,567.2474156900461,582.0586682324932,423.69087241657627,497.1800512757806,687.6849421898063,745.1334593624816,551.6271443535946,490.8772586248307,486.60325678478125,621.1937253974389,707.002564949849,388.4341555658047,500.54325295419943,586.4420946106721,739.2650621376273,615.1403683740461,708.4256012174271
00055,47.995969944597036,78.74514770507812,320.24532649852733,276.67025077389496,457.8045693819232,137.5671844482422,184.6658425092211,410.8264441204352,343.84576696991303,515.2291025427061,72.13112615049337,108.62430203142749,579.6237728776005,258.54044233835697,35.97401393587632,148.14012150124003,39.51882642313822,281.9231084197784,147.37786865234375,452.52228189609326,503.0391755506671,495.16403737498695,357.6922333810361,485.8234598629454,525.090104164602,599.63422801128,316.57399547430106,13.617508881413855,38.167208124085896
